RegionName,Date,HomePrice
Napa County,2021-09-30,854666.0642857983
Humboldt County,2021-09-30,396762.1650803762
Nevada County,2021-09-30,623992.8230650859
Sutter County,2021-09-30,402896.0887261929
Mendocino County,2021-09-30,518810.4290998384
Yuba County,2021-09-30,385197.1628883741
Lake County,2021-09-30,324556.9407754184
Tehama County,2021-09-30,307196.95613991976
San Benito County,2021-09-30,749513.4929131033
Tuolumne County,2021-09-30,382030.46586331975
Calaveras County,2021-09-30,445385.1407255155
Siskiyou County,2021-09-30,276056.0028815288
Amador County,2021-09-30,415503.80557984
Lassen County,2021-09-30,234138.17584188815
Glenn County,2021-09-30,331700.1062382697
Del Norte County,2021-09-30,334299.9749593347
Colusa County,2021-09-30,342676.7696202626
Plumas County,2021-09-30,359021.5143078857
Inyo County,2021-09-30,418054.2341841157
Mariposa County,2021-09-30,367816.092318567
Trinity County,2021-09-30,319782.58636784466
Mono County,2021-09-30,633873.9429962317
Modoc County,2021-09-30,174614.65114970194
Sierra County,2021-09-30,323257.77273809165
Alpine County,2021-09-30,461618.8959986591
Los Angeles County,2021-10-31,795696.2622094277
San Diego County,2021-10-31,782958.981282359
Orange County,2021-10-31,914746.8006036796
Riverside County,2021-10-31,525321.5436401913
San Bernardino County,2021-10-31,477272.7477748328
Santa Clara County,2021-10-31,1408600.0665932945
Alameda County,2021-10-31,1061656.2423216912
Sacramento County,2021-10-31,497530.4470750994
Contra Costa County,2021-10-31,815560.4748475553
Fresno County,2021-10-31,345658.5868471732
Kern County,2021-10-31,301495.5378485208
San Francisco County,2021-10-31,1394509.4797916035
Ventura County,2021-10-31,767292.5250669444
San Joaquin County,2021-10-31,499307.7460948231
San Mateo County,2021-10-31,1517808.48865825
Stanislaus County,2021-10-31,416648.3945075978
Sonoma County,2021-10-31,755962.1090378206
Tulare County,2021-10-31,299228.4633918318
Solano County,2021-10-31,561288.7600569898
Santa Barbara County,2021-10-31,765797.6082675545
Monterey County,2021-10-31,741800.1708606607
Placer County,2021-10-31,658952.6047617757
San Luis Obispo County,2021-10-31,768343.184586999
Merced County,2021-10-31,369582.3844083054
Santa Cruz County,2021-10-31,1055372.3902026757
Marin County,2021-10-31,1397007.1674854637
Butte County,2021-10-31,392742.6071600194
Yolo County,2021-10-31,565980.0078644394
El Dorado County,2021-10-31,656795.240535576
Shasta County,2021-10-31,357550.8746230697
Imperial County,2021-10-31,284889.2111879925
Madera County,2021-10-31,358897.2169813833
Kings County,2021-10-31,299558.4890329984
Napa County,2021-10-31,855012.5918665045
Humboldt County,2021-10-31,399173.4908550647
Nevada County,2021-10-31,624158.4200626009
Sutter County,2021-10-31,404580.7669976273
Mendocino County,2021-10-31,520029.9190097999
Yuba County,2021-10-31,387949.499619009
Lake County,2021-10-31,325732.947814257
Tehama County,2021-10-31,309079.18365205644
San Benito County,2021-10-31,756028.7143367116
Tuolumne County,2021-10-31,385124.1456845684
Calaveras County,2021-10-31,447369.3014886262
Siskiyou County,2021-10-31,276923.8480952753
Amador County,2021-10-31,416908.0295431207
Lassen County,2021-10-31,232214.4113504158
Glenn County,2021-10-31,332244.2799570958
Del Norte County,2021-10-31,337436.06775038474
Colusa County,2021-10-31,343036.6199575207
Plumas County,2021-10-31,361306.8540755807
Inyo County,2021-10-31,418352.311049781
Mariposa County,2021-10-31,368343.9803417712
Trinity County,2021-10-31,318930.62712506327
Mono County,2021-10-31,644321.3330326659
Modoc County,2021-10-31,175602.9459945738
Sierra County,2021-10-31,322370.0136196565
Alpine County,2021-10-31,465950.5692615602
Los Angeles County,2021-11-30,803697.0493916023
San Diego County,2021-11-30,788905.3798153395
Orange County,2021-11-30,927027.5006218784
Riverside County,2021-11-30,531317.8737069219
San Bernardino County,2021-11-30,484290.2851251738
Santa Clara County,2021-11-30,1423710.8350694503
Alameda County,2021-11-30,1068321.8075522492
Sacramento County,2021-11-30,500890.753638613
Contra Costa County,2021-11-30,818650.3869845952
Fresno County,2021-11-30,349094.57537503337
Kern County,2021-11-30,304861.8812114549
San Francisco County,2021-11-30,1403973.198742535
Ventura County,2021-11-30,771896.7998322413
San Joaquin County,2021-11-30,501971.3987608628
San Mateo County,2021-11-30,1528715.1855538096
Stanislaus County,2021-11-30,419378.2710883922
Sonoma County,2021-11-30,756097.5859486051
Tulare County,2021-11-30,301888.8035654544
Solano County,2021-11-30,564328.647917621
Santa Barbara County,2021-11-30,776583.5335266554
Monterey County,2021-11-30,747476.7450401406
Placer County,2021-11-30,663543.813245308
San Luis Obispo County,2021-11-30,776520.6318480159
Merced County,2021-11-30,374153.3781564164
Santa Cruz County,2021-11-30,1064601.278671419
Marin County,2021-11-30,1397211.92394591
Butte County,2021-11-30,394309.723201901
Yolo County,2021-11-30,570819.6838875698
El Dorado County,2021-11-30,659382.0241995597
Shasta County,2021-11-30,359431.7928012884
Imperial County,2021-11-30,287745.74587441486
Madera County,2021-11-30,363568.0415136071
Kings County,2021-11-30,302191.76341294363
Napa County,2021-11-30,857733.2156144963
Humboldt County,2021-11-30,402739.45202105865
Nevada County,2021-11-30,624944.1611533061
Sutter County,2021-11-30,406997.5262377344
Mendocino County,2021-11-30,523511.92587808473
Yuba County,2021-11-30,391256.9803424552
Lake County,2021-11-30,327034.56247058325
Tehama County,2021-11-30,311079.12069420976
San Benito County,2021-11-30,762895.2281755729
Tuolumne County,2021-11-30,388528.015135787
Calaveras County,2021-11-30,448737.8020913454
Siskiyou County,2021-11-30,278493.94780434616
Amador County,2021-11-30,418191.4769417834
Lassen County,2021-11-30,231230.03409268707
Glenn County,2021-11-30,333994.99554560514
Del Norte County,2021-11-30,340588.05626128777
Colusa County,2021-11-30,344828.7635888422
Plumas County,2021-11-30,363555.324610648
Inyo County,2021-11-30,421478.8281989752
Mariposa County,2021-11-30,369700.2582860599
Trinity County,2021-11-30,318327.4725834416
Mono County,2021-11-30,654516.5967081949
Modoc County,2021-11-30,177455.9808238532
Sierra County,2021-11-30,323135.196132258
Alpine County,2021-11-30,471622.5071186313
Los Angeles County,2021-12-31,812507.6391740657
San Diego County,2021-12-31,797876.0886009638
Orange County,2021-12-31,942633.475509331
Riverside County,2021-12-31,538173.805813624
San Bernardino County,2021-12-31,491874.58619756246
Santa Clara County,2021-12-31,1445801.1204947028
Alameda County,2021-12-31,1078135.9003822806
Sacramento County,2021-12-31,505413.512542464
Contra Costa County,2021-12-31,824034.4386315575
Fresno County,2021-12-31,353301.3111416519
Kern County,2021-12-31,308579.1198025588
San Francisco County,2021-12-31,1413221.9821814282
Ventura County,2021-12-31,777773.5389105864
San Joaquin County,2021-12-31,505477.1540891754
San Mateo County,2021-12-31,1544606.779455289
Stanislaus County,2021-12-31,423229.71302396007
Sonoma County,2021-12-31,758700.261701589
Tulare County,2021-12-31,305481.9195058054
Solano County,2021-12-31,568735.941685575
Santa Barbara County,2021-12-31,788457.800066128
Monterey County,2021-12-31,753297.6921889255
Placer County,2021-12-31,669660.3157107149
San Luis Obispo County,2021-12-31,785807.6452375608
Merced County,2021-12-31,378875.9493495601
Santa Cruz County,2021-12-31,1076868.6967825226
Marin County,2021-12-31,1402492.8683620242
Butte County,2021-12-31,396958.9196364158
Yolo County,2021-12-31,576978.6924451081
El Dorado County,2021-12-31,663480.0127655988
Shasta County,2021-12-31,361686.70442580426
Imperial County,2021-12-31,291136.8519532928
Madera County,2021-12-31,368134.5252497653
Kings County,2021-12-31,305066.08941780595
Napa County,2021-12-31,861749.024809239
Humboldt County,2021-12-31,406675.1525023235
Nevada County,2021-12-31,627179.8390147568
Sutter County,2021-12-31,410407.1561255441
Mendocino County,2021-12-31,526338.1277551828
Yuba County,2021-12-31,395112.558391378
Lake County,2021-12-31,328445.50536800124
Tehama County,2021-12-31,313081.075375857
San Benito County,2021-12-31,770419.1735615333
Tuolumne County,2021-12-31,391934.04252237314
Calaveras County,2021-12-31,450688.8026101193
Siskiyou County,2021-12-31,280971.782244409
Amador County,2021-12-31,420280.8543521232
Lassen County,2021-12-31,231548.20138319363
Glenn County,2021-12-31,336581.6476769191
Del Norte County,2021-12-31,343455.0269758964
Colusa County,2021-12-31,347854.8418123049
Plumas County,2021-12-31,367001.4573154926
Inyo County,2021-12-31,425960.7456146312
Mariposa County,2021-12-31,371277.6149369706
Trinity County,2021-12-31,320183.7325581153
Mono County,2021-12-31,665641.61164009
Modoc County,2021-12-31,179942.37237070696
Sierra County,2021-12-31,325868.90579439333
Alpine County,2021-12-31,477282.4540646217
Los Angeles County,2022-01-31,822081.0049473237
San Diego County,2022-01-31,813221.7444935025
Orange County,2022-01-31,962305.8398355644
Riverside County,2022-01-31,546716.3575063226
San Bernardino County,2022-01-31,500127.53064660105
Santa Clara County,2022-01-31,1479727.7380276285
Alameda County,2022-01-31,1097018.7352904936
Sacramento County,2022-01-31,512566.2670681034
Contra Costa County,2022-01-31,834284.9112621298
Fresno County,2022-01-31,358644.8667799428
Kern County,2022-01-31,312879.6381224688
San Francisco County,2022-01-31,1422261.2507008463
Ventura County,2022-01-31,787656.9947770652
San Joaquin County,2022-01-31,511685.0503421049
San Mateo County,2022-01-31,1568397.5643837526
Stanislaus County,2022-01-31,428954.4042162332
Sonoma County,2022-01-31,765842.8506778524
Tulare County,2022-01-31,309841.48599061446
Solano County,2022-01-31,575472.567012711
Santa Barbara County,2022-01-31,805218.9715365985
Monterey County,2022-01-31,762910.5125546479
Placer County,2022-01-31,679052.9049009164
San Luis Obispo County,2022-01-31,797777.7040822819
Merced County,2022-01-31,384579.6832909005
Santa Cruz County,2022-01-31,1098778.017664746
Marin County,2022-01-31,1426780.5464561477
Butte County,2022-01-31,401382.9889732075
Yolo County,2022-01-31,585716.5432403076
El Dorado County,2022-01-31,671660.7959419097
Shasta County,2022-01-31,365201.7312012616
Imperial County,2022-01-31,294018.2397975203
Madera County,2022-01-31,372840.08140400704
Kings County,2022-01-31,308853.04174588533
Napa County,2022-01-31,870473.6759230875
Humboldt County,2022-01-31,411259.2339181855
Nevada County,2022-01-31,633708.3133765528
Sutter County,2022-01-31,415822.898467709
Mendocino County,2022-01-31,528002.9545194586
Yuba County,2022-01-31,400229.2045900941
Lake County,2022-01-31,331939.24885265605
Tehama County,2022-01-31,316206.7977315555
San Benito County,2022-01-31,780445.9527520785
Tuolumne County,2022-01-31,396103.4035094327
Calaveras County,2022-01-31,455474.0555173783
Siskiyou County,2022-01-31,284719.659708006
Amador County,2022-01-31,424448.84558989207
Lassen County,2022-01-31,233372.90194894967
Glenn County,2022-01-31,341466.08574511745
Del Norte County,2022-01-31,347151.41406475246
Colusa County,2022-01-31,351976.15774140385
Plumas County,2022-01-31,371826.06776710105
Inyo County,2022-01-31,432639.1332419671
Mariposa County,2022-01-31,374024.62670333945
Trinity County,2022-01-31,322528.3440581702
Mono County,2022-01-31,679015.5727868167
Modoc County,2022-01-31,182952.04356074316
Sierra County,2022-01-31,333073.83361269656
Alpine County,2022-01-31,482115.7268464253
Los Angeles County,2022-02-28,832835.8757456028
San Diego County,2022-02-28,833988.2893272169
Orange County,2022-02-28,985616.4495937764
Riverside County,2022-02-28,556954.4926017927
San Bernardino County,2022-02-28,508797.3132643576
Santa Clara County,2022-02-28,1521789.92972155
Alameda County,2022-02-28,1125197.1111832086
Sacramento County,2022-02-28,521650.61911630846
Contra Costa County,2022-02-28,848347.358627696
Fresno County,2022-02-28,364884.77366255847
Kern County,2022-02-28,317813.25282201724
San Francisco County,2022-02-28,1434526.2288865717
Ventura County,2022-02-28,801930.3450658695
San Joaquin County,2022-02-28,520511.4787399895
San Mateo County,2022-02-28,1601443.4178908851
Stanislaus County,2022-02-28,435997.3559935712
Sonoma County,2022-02-28,777281.7514465657
Tulare County,2022-02-28,314496.1691059067
Solano County,2022-02-28,584179.6574095633
Santa Barbara County,2022-02-28,825592.0027617262
Monterey County,2022-02-28,776812.2192243255
Placer County,2022-02-28,690875.7081865234
San Luis Obispo County,2022-02-28,813439.0736854369
Merced County,2022-02-28,391060.1328594047
Santa Cruz County,2022-02-28,1130122.032471596
Marin County,2022-02-28,1463851.6486457584
Butte County,2022-02-28,406523.9434756172
Yolo County,2022-02-28,596043.5134946263
El Dorado County,2022-02-28,681975.1274416015
Shasta County,2022-02-28,369604.4501790725
Imperial County,2022-02-28,296225.4218805306
Madera County,2022-02-28,377935.6218354453
Kings County,2022-02-28,313175.45316028537
Napa County,2022-02-28,883945.731547811
Humboldt County,2022-02-28,415616.7216139618
Nevada County,2022-02-28,643568.1133361063
Sutter County,2022-02-28,422398.3867414279
Mendocino County,2022-02-28,527134.8741222244
Yuba County,2022-02-28,405589.2478646555
Lake County,2022-02-28,336375.05706952745
Tehama County,2022-02-28,319549.564319907
San Benito County,2022-02-28,792436.3471371752
Tuolumne County,2022-02-28,399937.7157936998
Calaveras County,2022-02-28,461778.02066385
Siskiyou County,2022-02-28,288398.3511059638
Amador County,2022-02-28,430006.7249094744
Lassen County,2022-02-28,235916.6461649151
Glenn County,2022-02-28,347265.60106897383
Del Norte County,2022-02-28,351119.2519275273
Colusa County,2022-02-28,356575.96652865806
Plumas County,2022-02-28,376773.9368271472
Inyo County,2022-02-28,438481.7272140848
Mariposa County,2022-02-28,377330.6999204378
Trinity County,2022-02-28,324658.50589218613
Mono County,2022-02-28,694025.0625942125
Modoc County,2022-02-28,185690.3572414216
Sierra County,2022-02-28,342403.4979877697
Alpine County,2022-02-28,485651.1554743961
Los Angeles County,2022-03-31,844733.5465423632
San Diego County,2022-03-31,859356.1423738003
Orange County,2022-03-31,1011719.6622656682
Riverside County,2022-03-31,569189.5999031153
San Bernardino County,2022-03-31,518063.9161361795
Santa Clara County,2022-03-31,1567158.1855513968
Alameda County,2022-03-31,1160120.674820769
Sacramento County,2022-03-31,532409.2567969253
Contra Costa County,2022-03-31,865896.9748509532
Fresno County,2022-03-31,372013.08005679
Kern County,2022-03-31,323582.20593160106
San Francisco County,2022-03-31,1451124.017327716
Ventura County,2022-03-31,820157.5309555051
San Joaquin County,2022-03-31,532011.5598886769
San Mateo County,2022-03-31,1639274.1404129786
Stanislaus County,2022-03-31,444016.1792049552
Sonoma County,2022-03-31,792835.7285818724
Tulare County,2022-03-31,319393.2101882034
Solano County,2022-03-31,594817.242540164
Santa Barbara County,2022-03-31,851641.2227504886
Monterey County,2022-03-31,795496.847204385
Placer County,2022-03-31,704574.9430905138
San Luis Obispo County,2022-03-31,832853.8975885147
Merced County,2022-03-31,398814.81653120817
Santa Cruz County,2022-03-31,1170616.2671413934
Marin County,2022-03-31,1513475.018204677
Butte County,2022-03-31,412574.9515791789
Yolo County,2022-03-31,607893.7823603895
El Dorado County,2022-03-31,694779.456805671
Shasta County,2022-03-31,375111.9752580064
Imperial County,2022-03-31,297952.1475966052
Madera County,2022-03-31,384105.3774301422
Kings County,2022-03-31,318248.4728107078
Napa County,2022-03-31,903589.6437810324
Humboldt County,2022-03-31,420502.7658487633
Nevada County,2022-03-31,656693.616075975
Sutter County,2022-03-31,429897.3159781311
Mendocino County,2022-03-31,526355.9482019466
Yuba County,2022-03-31,411474.9689969307
Lake County,2022-03-31,341709.67834195384
Tehama County,2022-03-31,323976.1147669619
San Benito County,2022-03-31,806933.8341654822
Tuolumne County,2022-03-31,405313.13712246646
Calaveras County,2022-03-31,469920.6675387891
Siskiyou County,2022-03-31,292534.59484058776
Amador County,2022-03-31,437087.9296112868
Lassen County,2022-03-31,239188.22746689487
Glenn County,2022-03-31,354124.3426483774
Del Norte County,2022-03-31,355484.45629164064
Colusa County,2022-03-31,361660.1943882187
Plumas County,2022-03-31,381747.1023487188
Inyo County,2022-03-31,445611.056905407
Mariposa County,2022-03-31,381759.3303524384
Trinity County,2022-03-31,325410.4891960155
Mono County,2022-03-31,711522.371681035
Modoc County,2022-03-31,188623.4007161508
Sierra County,2022-03-31,353360.70610032044
Alpine County,2022-03-31,490011.58413503127
Los Angeles County,2022-04-30,855671.205210486
San Diego County,2022-04-30,882110.9543068461
Orange County,2022-04-30,1035553.3381156937
Riverside County,2022-04-30,581672.949166757
San Bernardino County,2022-04-30,526849.4228568011
Santa Clara County,2022-04-30,1602290.5275962446
Alameda County,2022-04-30,1188202.5079593528
Sacramento County,2022-04-30,541777.7813481608
Contra Costa County,2022-04-30,880497.7712539661
Fresno County,2022-04-30,378911.19261201937
Kern County,2022-04-30,329671.2748066702
San Francisco County,2022-04-30,1465301.354677262
Ventura County,2022-04-30,836650.6093620152
San Joaquin County,2022-04-30,542859.4981421028
San Mateo County,2022-04-30,1666997.2980652417
Stanislaus County,2022-04-30,451256.62068252265
Sonoma County,2022-04-30,806135.5897602617
Tulare County,2022-04-30,324286.9056363003
Solano County,2022-04-30,604744.4251487022
Santa Barbara County,2022-04-30,875853.903692658
Monterey County,2022-04-30,812182.6426874386
Placer County,2022-04-30,716646.228095976
San Luis Obispo County,2022-04-30,851278.6884822255
Merced County,2022-04-30,405949.69444967975
Santa Cruz County,2022-04-30,1205223.999688774
Marin County,2022-04-30,1553103.419805616
Butte County,2022-04-30,417990.3158740588
Yolo County,2022-04-30,617837.2901647938
El Dorado County,2022-04-30,705601.3927225247
Shasta County,2022-04-30,380192.7048756221
Imperial County,2022-04-30,299916.6808877183
Madera County,2022-04-30,390384.5678580295
Kings County,2022-04-30,323168.5969964946
Napa County,2022-04-30,919705.9523225608
Humboldt County,2022-04-30,424701.9410204931
Nevada County,2022-04-30,667328.1914469834
Sutter County,2022-04-30,436780.66839459847
Mendocino County,2022-04-30,524613.1183802808
Yuba County,2022-04-30,416794.4518580387
Lake County,2022-04-30,346167.84645808424
Tehama County,2022-04-30,327567.7922560217
San Benito County,2022-04-30,818800.2183454814
Tuolumne County,2022-04-30,410658.6069308323
Calaveras County,2022-04-30,477876.743818228
Siskiyou County,2022-04-30,296059.9212635986
Amador County,2022-04-30,443099.9099007062
Lassen County,2022-04-30,241337.2503014205
Glenn County,2022-04-30,359478.9174292429
Del Norte County,2022-04-30,358997.1629909007
Colusa County,2022-04-30,366086.7876102116
Plumas County,2022-04-30,386110.66233304417
Inyo County,2022-04-30,453160.2531662704
Mariposa County,2022-04-30,386310.175997704
Trinity County,2022-04-30,327101.57485085423
Mono County,2022-04-30,729542.5454888683
Modoc County,2022-04-30,190683.13917665844
Sierra County,2022-04-30,362262.6325473539
Alpine County,2022-04-30,495351.0338149071
Los Angeles County,2022-05-31,864779.1249281922
San Diego County,2022-05-31,899131.8457472449
Orange County,2022-05-31,1053762.447706473
Riverside County,2022-05-31,592841.0577674783
San Bernardino County,2022-05-31,534137.1007550462
Santa Clara County,2022-05-31,1622977.478696247
Alameda County,2022-05-31,1203753.6351857765
Sacramento County,2022-05-31,548942.810175269
Contra Costa County,2022-05-31,889659.8443060458
Fresno County,2022-05-31,384728.3503103629
Kern County,2022-05-31,335186.25593441114
San Francisco County,2022-05-31,1469822.420942858
Ventura County,2022-05-31,848655.3628055275
San Joaquin County,2022-05-31,550947.0219374183
San Mateo County,2022-05-31,1680930.1009861354
Stanislaus County,2022-05-31,456703.1991019098
Sonoma County,2022-05-31,815703.1170103269
Tulare County,2022-05-31,328641.63820790546
Solano County,2022-05-31,611763.9513465894
Santa Barbara County,2022-05-31,896200.9385238611
Monterey County,2022-05-31,823955.1169772599
Placer County,2022-05-31,725238.2223288444
San Luis Obispo County,2022-05-31,865252.0257344046
Merced County,2022-05-31,411700.87862850697
Santa Cruz County,2022-05-31,1228275.4687852818
Marin County,2022-05-31,1583124.6310196451
Butte County,2022-05-31,422443.3821934583
Yolo County,2022-05-31,625226.5307220308
El Dorado County,2022-05-31,713126.7512329532
Shasta County,2022-05-31,384501.087173832
Imperial County,2022-05-31,302186.7618330233
Madera County,2022-05-31,395726.3294347346
Kings County,2022-05-31,327713.2872753711
Napa County,2022-05-31,931737.937413903
Humboldt County,2022-05-31,428987.0293750502
Nevada County,2022-05-31,674897.6573520991
Sutter County,2022-05-31,442211.03556511033
Mendocino County,2022-05-31,523896.450329596
Yuba County,2022-05-31,421157.9764764472
Lake County,2022-05-31,350113.60361676355
Tehama County,2022-05-31,330499.41857248475
San Benito County,2022-05-31,826235.7728500433
Tuolumne County,2022-05-31,415737.914297705
Calaveras County,2022-05-31,485216.8005140724
Siskiyou County,2022-05-31,299170.4832010847
Amador County,2022-05-31,447650.4936514794
Lassen County,2022-05-31,242910.4874174683
Glenn County,2022-05-31,363392.6517414483
Del Norte County,2022-05-31,360487.2632181234
Colusa County,2022-05-31,368865.0385196336
Plumas County,2022-05-31,390427.50844235794
Inyo County,2022-05-31,461734.0276402942
Mariposa County,2022-05-31,390816.7701310767
Trinity County,2022-05-31,328813.4519352977
Mono County,2022-05-31,746232.5652724426
Modoc County,2022-05-31,192410.65396557385
Sierra County,2022-05-31,369161.4496614258
Alpine County,2022-05-31,501690.1938426587
Los Angeles County,2022-06-30,870197.7313669963
San Diego County,2022-06-30,908591.8698466142
Orange County,2022-06-30,1063698.368056157
Riverside County,2022-06-30,600934.578406471
San Bernardino County,2022-06-30,539249.6167682194
Santa Clara County,2022-06-30,1624431.0823736007
Alameda County,2022-06-30,1204445.978413907
Sacramento County,2022-06-30,552970.1332128535
Contra Costa County,2022-06-30,891243.8723267541
Fresno County,2022-06-30,388865.3735289583
Kern County,2022-06-30,339692.9123844339
San Francisco County,2022-06-30,1461568.6846849136
Ventura County,2022-06-30,854535.7426954946
San Joaquin County,2022-06-30,555534.4258341863
San Mateo County,2022-06-30,1679307.8891379917
Stanislaus County,2022-06-30,460393.2152514064
Sonoma County,2022-06-30,818567.306011072
Tulare County,2022-06-30,332392.51452774537
Solano County,2022-06-30,614613.316621894
Santa Barbara County,2022-06-30,909231.910377924
Monterey County,2022-06-30,829904.6944196518
Placer County,2022-06-30,728899.0814196389
San Luis Obispo County,2022-06-30,872778.4632307008
Merced County,2022-06-30,415196.76484652
Santa Cruz County,2022-06-30,1234313.9899767828
Marin County,2022-06-30,1597745.3397931475
Butte County,2022-06-30,424992.329195625
Yolo County,2022-06-30,629147.7499175371
El Dorado County,2022-06-30,715010.2087365078
Shasta County,2022-06-30,387589.85784731386
Imperial County,2022-06-30,304837.78841350455
Madera County,2022-06-30,399753.3645966165
Kings County,2022-06-30,331486.7295974581
Napa County,2022-06-30,935291.6197424976
Humboldt County,2022-06-30,432464.6766582465
Nevada County,2022-06-30,676824.5393552523
Sutter County,2022-06-30,445617.1347497814
Mendocino County,2022-06-30,523326.6216146187
Yuba County,2022-06-30,424063.2364037891
Lake County,2022-06-30,352352.1212156186
Tehama County,2022-06-30,332992.16752531106
San Benito County,2022-06-30,826301.1884741463
Tuolumne County,2022-06-30,418769.41806559
Calaveras County,2022-06-30,490270.98563005775
Siskiyou County,2022-06-30,301547.93016176723
Amador County,2022-06-30,450001.7231492938
Lassen County,2022-06-30,244100.97630252308
Glenn County,2022-06-30,364947.6444293326
Del Norte County,2022-06-30,361394.4830316937
Colusa County,2022-06-30,370240.4433761164
Plumas County,2022-06-30,394518.4447612416
Inyo County,2022-06-30,468291.00431996473
Mariposa County,2022-06-30,394174.58277933137
Trinity County,2022-06-30,330197.14543745003
Mono County,2022-06-30,761205.0623058224
Modoc County,2022-06-30,193796.57510090916
Sierra County,2022-06-30,374637.50295242335
Alpine County,2022-06-30,507109.5653568663
Los Angeles County,2022-07-31,872776.2262733923
San Diego County,2022-07-31,909084.0382462632
Orange County,2022-07-31,1064073.511821988
Riverside County,2022-07-31,604407.2265838328
San Bernardino County,2022-07-31,541191.8545747929
Santa Clara County,2022-07-31,1612577.0515009395
Alameda County,2022-07-31,1192283.5976769926
Sacramento County,2022-07-31,553212.6329168627
Contra Costa County,2022-07-31,885868.6869794714
Fresno County,2022-07-31,390708.8484094266
Kern County,2022-07-31,342243.443334629
San Francisco County,2022-07-31,1441616.6656859943
Ventura County,2022-07-31,853652.507743995
San Joaquin County,2022-07-31,555880.6383362447
San Mateo County,2022-07-31,1665590.2647459563
Stanislaus County,2022-07-31,461473.5377610992
Sonoma County,2022-07-31,815672.2010177575
Tulare County,2022-07-31,334726.5519022968
Solano County,2022-07-31,612474.13074055
Santa Barbara County,2022-07-31,913880.5569228912
Monterey County,2022-07-31,829319.1910555895
Placer County,2022-07-31,726703.6074728962
San Luis Obispo County,2022-07-31,874044.8679236341
Merced County,2022-07-31,416243.02708883095
Santa Cruz County,2022-07-31,1222438.450852317
Marin County,2022-07-31,1596745.316110241
Butte County,2022-07-31,424750.6589396633
Yolo County,2022-07-31,629299.797827436
El Dorado County,2022-07-31,710334.9480287224
Shasta County,2022-07-31,388624.00808921695
Imperial County,2022-07-31,306759.72589461115
Madera County,2022-07-31,401845.88249417953
Kings County,2022-07-31,333497.3637922728
Napa County,2022-07-31,932039.1179473292
Humboldt County,2022-07-31,433427.41220271407
Nevada County,2022-07-31,673645.055695144
Sutter County,2022-07-31,446265.7498471877
Mendocino County,2022-07-31,521806.5803467964
Yuba County,2022-07-31,424336.5308190396
Lake County,2022-07-31,352635.2472471488
Tehama County,2022-07-31,333999.5137778491
San Benito County,2022-07-31,819598.4265106329
Tuolumne County,2022-07-31,419025.8568740012
Calaveras County,2022-07-31,490959.12537740654
Siskiyou County,2022-07-31,302763.6268891288
Amador County,2022-07-31,449880.789940699
Lassen County,2022-07-31,244245.9356128681
Glenn County,2022-07-31,364987.0290394339
Del Norte County,2022-07-31,360580.2294773719
Colusa County,2022-07-31,370611.6506478053
Plumas County,2022-07-31,396279.3398002903
Inyo County,2022-07-31,471491.1178152719
Mariposa County,2022-07-31,394549.35477794375
Trinity County,2022-07-31,328004.10405599856
Mono County,2022-07-31,767372.1208843222
Modoc County,2022-07-31,194753.2648965612
Sierra County,2022-07-31,377615.7690153956
Alpine County,2022-07-31,508806.4480417937
Los Angeles County,2022-08-31,871259.9365821551
San Diego County,2022-08-31,901705.9176779924
Orange County,2022-08-31,1058637.4391664928
Riverside County,2022-08-31,603150.7256605212
San Bernardino County,2022-08-31,540069.6819091546
Santa Clara County,2022-08-31,1591553.2809975222
Alameda County,2022-08-31,1170991.8595759813
Sacramento County,2022-08-31,549886.2104794027
Contra Costa County,2022-08-31,874819.0358075398
Fresno County,2022-08-31,390338.0633039109
Kern County,2022-08-31,342715.9728022952
San Francisco County,2022-08-31,1411184.0175826896
Ventura County,2022-08-31,847396.350305696
San Joaquin County,2022-08-31,552693.7775504045
San Mateo County,2022-08-31,1639867.7574463456
Stanislaus County,2022-08-31,460316.57681473455
Sonoma County,2022-08-31,808695.5619207886
Tulare County,2022-08-31,335612.05474495486
Solano County,2022-08-31,606950.1738911341
Santa Barbara County,2022-08-31,909963.3220393588
Monterey County,2022-08-31,823370.5833327373
Placer County,2022-08-31,719248.0474222113
San Luis Obispo County,2022-08-31,870193.7164442809
Merced County,2022-08-31,414748.2208524323
Santa Cruz County,2022-08-31,1200066.5439376158
Marin County,2022-08-31,1579969.9851852497
Butte County,2022-08-31,422105.8184071665
Yolo County,2022-08-31,625563.2874363981
El Dorado County,2022-08-31,700711.420954239
Shasta County,2022-08-31,387304.6843067932
Imperial County,2022-08-31,306877.200074242
Madera County,2022-08-31,401690.9366911487
Kings County,2022-08-31,333505.2591799407
Napa County,2022-08-31,922097.7806895724
Humboldt County,2022-08-31,431333.9676311426
Nevada County,2022-08-31,665537.8533903174
Sutter County,2022-08-31,444643.7818617236
Mendocino County,2022-08-31,517952.4985673894
Yuba County,2022-08-31,421999.6389187293
Lake County,2022-08-31,350273.75155450404
Tehama County,2022-08-31,333044.9559199206
San Benito County,2022-08-31,807687.1314378715
Tuolumne County,2022-08-31,416540.43034114206
Calaveras County,2022-08-31,487374.2595143937
Siskiyou County,2022-08-31,302143.7526095614
Amador County,2022-08-31,446998.5582428042
Lassen County,2022-08-31,242844.23273227035
Glenn County,2022-08-31,363327.3130874562
Del Norte County,2022-08-31,358194.5965409821
